File,Del_ID,Wait_Start,Result_Time,Time_Diff_Seconds,Result
CHARNE_INV.log,720345004,25-Nov-25 20:33:01,25-Nov-25 20:33:01,0.0,LOCK SUCCESS
CHARNE_INV.log,720345005,25-Nov-25 20:33:01,25-Nov-25 20:33:01,0.0,LOCK SUCCESS
CHARNE_INV.log,720345002,25-Nov-25 20:33:01,25-Nov-25 20:33:01,0.0,LOCK SUCCESS
CHARNE_INV.log,720345007,25-Nov-25 20:33:02,25-Nov-25 20:33:02,0.0,LOCK SUCCESS
CHARNE_INV.log,720346137,25-Nov-25 20:38:04,25-Nov-25 20:38:04,0.0,LOCK SUCCESS
CHARNE_INV.log,720346134,25-Nov-25 20:38:29,25-Nov-25 20:38:29,0.0,LOCK SUCCESS
CHARNE_INV.log,720344983,25-Nov-25 20:40:53,25-Nov-25 20:40:53,0.0,LOCK SUCCESS
CHARNE_INV.log,720344984,25-Nov-25 20:40:53,25-Nov-25 20:40:53,0.0,LOCK SUCCESS
CHARNE_INV.log,720344985,25-Nov-25 20:40:54,25-Nov-25 20:40:54,0.0,LOCK SUCCESS
CHARNE_INV.log,720344986,25-Nov-25 20:40:54,25-Nov-25 20:40:54,0.0,LOCK SUCCESS
CHARNE_INV.log,720345019,25-Nov-25 20:42:23,25-Nov-25 20:42:23,0.0,LOCK SUCCESS
CHARNE_INV.log,720345020,25-Nov-25 20:42:23,25-Nov-25 20:42:23,0.0,LOCK SUCCESS
CHARNE_INV.log,720345021,25-Nov-25 20:42:23,25-Nov-25 20:42:23,0.0,LOCK SUCCESS
CHARNE_INV.log,720345014,25-Nov-25 20:42:53,25-Nov-25 20:42:53,0.0,LOCK SUCCESS
CHARNE_INV.log,720342914,25-Nov-25 20:44:59,25-Nov-25 20:44:59,0.0,LOCK SUCCESS
CHARNE_INV.log,720342913,25-Nov-25 20:44:59,25-Nov-25 20:45:00,1.0,LOCK SUCCESS
CHARNE_INV.log,720346130,25-Nov-25 20:45:25,25-Nov-25 20:45:25,0.0,LOCK SUCCESS
CHARNE_INV.log,720339261,25-Nov-25 20:54:10,25-Nov-25 20:54:10,0.0,LOCK SUCCESS
CHARNE_INV.log,720339262,25-Nov-25 20:54:10,25-Nov-25 20:54:10,0.0,LOCK SUCCESS
CHARNE_INV.log,720339263,25-Nov-25 20:54:10,25-Nov-25 20:54:10,0.0,LOCK SUCCESS
CHARNE_INV.log,720341244,25-Nov-25 20:59:01,25-Nov-25 20:59:01,0.0,LOCK SUCCESS
CHARNE_INV.log,720340197,25-Nov-25 20:59:01,25-Nov-25 20:59:01,0.0,LOCK SUCCESS
CHARNE_INV.log,720341246,25-Nov-25 20:59:01,25-Nov-25 20:59:01,0.0,LOCK SUCCESS
CHARNE_INV.log,720341245,25-Nov-25 20:59:01,25-Nov-25 20:59:01,0.0,LOCK SUCCESS
CHARNE_INV.log,720341243,25-Nov-25 20:59:02,25-Nov-25 20:59:02,0.0,LOCK SUCCESS
CHARNE_INV.log,720341242,25-Nov-25 20:59:02,25-Nov-25 20:59:02,0.0,LOCK SUCCESS
CHARNE_INV.log,720339249,25-Nov-25 21:00:11,25-Nov-25 21:00:11,0.0,LOCK SUCCESS
CHARNE_INV.log,720339248,25-Nov-25 21:00:13,25-Nov-25 21:00:13,0.0,LOCK SUCCESS
CHARNE_INV.log,720339247,25-Nov-25 21:00:13,25-Nov-25 21:00:13,0.0,LOCK SUCCESS
CHARNE_INV.log,720338623,25-Nov-25 21:01:12,25-Nov-25 21:01:12,0.0,LOCK SUCCESS
CHARNE_INV.log,720338608,25-Nov-25 21:04:37,25-Nov-25 21:04:37,0.0,LOCK SUCCESS
CHARNE_INV.log,720338607,25-Nov-25 21:04:37,25-Nov-25 21:04:37,0.0,LOCK SUCCESS
CHARNE_INV.log,720338610,25-Nov-25 21:04:37,25-Nov-25 21:04:37,0.0,LOCK SUCCESS
CHARNE_INV.log,720338609,25-Nov-25 21:04:38,25-Nov-25 21:04:38,0.0,LOCK SUCCESS
CHARNE_INV.log,720338606,25-Nov-25 21:05:08,25-Nov-25 21:05:08,0.0,LOCK SUCCESS
CHARNE_INV.log,720338605,25-Nov-25 21:05:08,25-Nov-25 21:05:08,0.0,LOCK SUCCESS
CHARNE_INV.log,720339242,25-Nov-25 21:05:08,25-Nov-25 21:05:08,0.0,LOCK SUCCESS
CHARNE_INV.log,720338643,25-Nov-25 21:06:13,25-Nov-25 21:06:13,0.0,LOCK SUCCESS
CHARNE_INV.log,720341267,25-Nov-25 21:06:13,25-Nov-25 21:06:13,0.0,LOCK SUCCESS
CHARNE_INV.log,720338646,25-Nov-25 21:06:13,25-Nov-25 21:06:13,0.0,LOCK SUCCESS
CHARNE_INV.log,720338644,25-Nov-25 21:06:14,25-Nov-25 21:06:14,0.0,LOCK SUCCESS
CHARNE_INV.log,720713562,01-Dec-25 19:26:51,01-Dec-25 19:26:51,0.0,LOCK SUCCESS
CHARNE_INV.log,720713560,01-Dec-25 19:26:52,01-Dec-25 19:26:52,0.0,LOCK SUCCESS
CHARNE_INV.log,720713563,01-Dec-25 19:26:52,01-Dec-25 19:26:52,0.0,LOCK SUCCESS
CHARNE_INV.log,720713561,01-Dec-25 19:26:52,01-Dec-25 19:26:52,0.0,LOCK SUCCESS
CHARNE_INV.log,720713501,01-Dec-25 19:29:52,01-Dec-25 19:29:52,0.0,LOCK SUCCESS
CHARNE_INV.log,720713497,01-Dec-25 19:29:53,01-Dec-25 19:29:53,0.0,LOCK SUCCESS
CHARNE_INV.log,720713499,01-Dec-25 19:29:53,01-Dec-25 19:29:53,0.0,LOCK SUCCESS
CHARNE_INV.log,720713495,01-Dec-25 19:29:53,01-Dec-25 19:29:53,0.0,LOCK SUCCESS
CHARNE_INV.log,720713503,01-Dec-25 19:29:56,01-Dec-25 19:29:56,0.0,LOCK SUCCESS
CHARNE_INV.log,720713498,01-Dec-25 19:30:10,01-Dec-25 19:30:10,0.0,LOCK SUCCESS
CHARNE_INV.log,720713592,01-Dec-25 19:31:12,01-Dec-25 19:31:12,0.0,LOCK SUCCESS
CHARNE_INV.log,720713594,01-Dec-25 19:31:12,01-Dec-25 19:31:12,0.0,LOCK SUCCESS
CHARNE_INV.log,720713590,01-Dec-25 19:31:12,01-Dec-25 19:31:12,0.0,LOCK SUCCESS
CHARNE_INV.log,720713589,01-Dec-25 19:31:13,01-Dec-25 19:31:13,0.0,LOCK SUCCESS
CHARNE_INV.log,720713593,01-Dec-25 19:31:20,01-Dec-25 19:31:20,0.0,LOCK SUCCESS
CHARNE_INV.log,720713591,01-Dec-25 19:31:20,01-Dec-25 19:31:20,0.0,LOCK SUCCESS
CHARNE_INV.log,720712770,01-Dec-25 19:34:08,01-Dec-25 19:34:08,0.0,LOCK SUCCESS
CHARNE_INV.log,720712769,01-Dec-25 19:34:08,01-Dec-25 19:34:08,0.0,LOCK SUCCESS
CHARNE_INV.log,720712771,01-Dec-25 19:34:12,01-Dec-25 19:34:12,0.0,LOCK SUCCESS
CHARNE_INV.log,720712779,01-Dec-25 19:35:48,01-Dec-25 19:35:48,0.0,LOCK SUCCESS
CHARNE_INV.log,720712780,01-Dec-25 19:35:48,01-Dec-25 19:35:48,0.0,LOCK SUCCESS
CHARNE_INV.log,720712778,01-Dec-25 19:35:48,01-Dec-25 19:35:48,0.0,LOCK SUCCESS
CHARNE_INV.log,720712731,01-Dec-25 19:36:34,01-Dec-25 19:36:34,0.0,LOCK SUCCESS
